source,target
आंध्रा,तेलुगु भाषा <OR> तेलुगु <OR> तेलुगु भाषा
द्वीपसमूह,फिलिपिनो <OR> फिलिपिनो भाषा
नास्तोला,फिनिश
सेंट-पियरे-ए-मिकेलों,फ्रेंच
स्लोवेनियाई भाषा,स्लोवेनिया
सर्बियाई पैट्रिआर्क,सर्बियाई <OR> सर्बियाई सिरिलिक
इनारी फिनलैंड,स्कोल्ट सामी <OR> फिनिश <OR> इनारी <OR> स्कोल्ट सामी <OR> उत्तरी सामी <OR> इनारी सामी
लियोन का राज्य,स्पेनिश <OR> लियोनीस <OR> लैटिन
मेघालय,अंग्रेजी <OR> गारो <OR> खासी भाषा <OR> खासी
पेरू,स्पेनी भाषा <OR> दक्षिणी केचुआ <OR> ऐमारान <OR> अयमारा <OR> अयमारा <OR> स्पेनिश <OR> केचुआ <OR> दक्षिणी क्वेचुआ भाषा <OR> स्पेनिश भाषा <OR> कास्तियानो <OR> हिस्पैनिक <OR> कास्तिलियन
जाएन का राज्य,स्पेनिश
हट्टुला,फिनिश
व्योमिंग,अंग्रेजी
वियतनाम,वियतनामी भाषा <OR> वियतनामी <OR> वियतनामी भाषा
डोनेट्स्क प्रांत,रूसी
भारतीय नियंत्रित कश्मीर,उर्दू
जम्मू,उर्दू
सोरेंगो,इतालवी
मेक्सिकन लोग,स्पेनिश
कज़ाख़स्तान,कज़ाख
मोज़ाम्बिक,यूरोपीय पुर्तगाली <OR> पुर्तगाली भाषा <OR> पुर्तगाली <OR> ब्राज़ीली पुर्तगाली <OR> पुर्तगाली भाषा
ओसेटियन्स,रूसी <OR> ओस्सेटियन
मध्य मेक्सिको,स्पेनिश
बेनेलक्स आर्थिक संघ,डच <OR> फ्रेंच
आबो,स्वीडिश <OR> स्वीडिश भाषा <OR> स्वीडिश भाषी <OR> फिनिश
उपनिवेशिक हांगकांग,चीनी
क्यूबेक सिटी,फ्रेंच भाषा <OR> फ्रेंच भाषा <OR> फ्रेंच <OR> फ्रेंच भाषा <OR> फ्रेंकोफोन
हंगरी का राज्य (1920–46),हंगेरियन <OR> हंगेरियन
कौनियैनेन,स्वीडिश <OR> फिनिश
आंध्र प्रदेश,तेलुगु भाषा <OR> तेलुगु भाषा <OR> श्रीलंकाई जिप्सी तेलुगु <OR> तेलुगु <OR> तेलुगु
असिक्कला,फिनिश
टेसिन,इतालवी
स्वीडिश यूनियन,स्वीडिश
वानुआतु,अंग्रेजी <OR> फ्रेंच <OR> फ्रेंच भाषा <OR> फ्रेंकोफोन <OR> अंग्रेज़ी भाषी <OR> बिसलामा <OR> फ्रैंकोफोन
गोगुर्यो,गोगुर्यो भाषा
यामालो-नेनेत्स स्वायत्त ओक्रग,नेनेट्स <OR> रूसी
कैमरून,फ्रेंच
बुगांडा,लुगांडा <OR> गंदा <OR> गांडा भाषा
नीदरलैंड्स की राजशाही,डच
नाजी जर्मनी,जर्मन <OR> मानक जर्मन <OR> कृपया पूरा वाक्य प्रदान करें ताकि मैं सही <OR> जर्मन भाषा <OR> जर्मन भाषा
सोवियत संघ,रूसी भाषा <OR> रूसी
कियासो,इतालवी भाषा <OR> इतालवी
तुर्कु,"स्वीडिश <OR> स्वीडिश भाषा <OR> फिनिश <OR> क्षमा करें, आपने जो टेक्स्ट दिया है ""Sw.."" वह <OR> स्वीडिश भाषा"
बोटकिर्का,स्वीडिश
न्यू-ब्रंसविक,अंग्रेजी
पश्चिमी इरियन जया,इंडोनेशियाई
लुहांस्क जनवादी गणराज्य,यूक्रेनी <OR> रूसी भाषा
तुर्कमेन सोवियत समाजवादी गणराज्य,तुर्कमेन <OR> रूसी
स्पेनी,स्पेनिश <OR> स्पेनिश भाषा
थाईलैंड,मध्य थाई <OR> थाई भाषा <OR> थाई <OR> थाई <OR> मानक थाई <OR> थाई भाषा <OR> थाई भाषा <OR> มาตรฐานไทย <OR> थाई
क़ज़वीन प्रांत,अज़रबैजानी <OR> फारसी
थाई - वियतनामी,थाई
ओईसीडी,फ्रेंच
गैबॉन गणराज्य,फ्रेंच
नूरिस्तान प्रांत,नूरिस्तानी
अचेमेनिड पर्शिया,ग्रीक <OR> प्राचीन यूनानी
यूरोपीय फुटबॉल,अंग्रेजी <OR> फ्रेंच
मर्कोसुल,स्पेनिश <OR> पुर्तगाली
गयाने,फ्रेंच
तोग्लियात्ति,रूसी
न्यूशाटेल,फ्रेंच <OR> पुरानी फ्रेंच
तुर्कमेन,रूसी
नीदरलैंड,डच
विची शासन,फ्रेंच
ज़ायरे,फ्रेंच
प्रथम बुल्गारियाई साम्राज्य,मध्यकालीन ग्रीक <OR> पुरानी चर्च स्लावोनिक <OR> पुरानी चर्च स्लावोनिक भाषा <OR> पुरानी बल्गेरियाई <OR> बीजान्टिन ग्रीक
वालून क्षेत्र,फ्रेंच <OR> फ्रैंकोफोन
सिंहली,तमिल
जॉर्जियाई चर्च,जॉर्जियाई
नीयूएन,अंग्रेजी
अक्कड,अक्कादीयन
अश्शूरिया,अश्शूरी <OR> अक्कड <OR> अक्कादीयन <OR> सुमेरियन भाषा <OR> अक्कादी भाषा <OR> अरामी
याल्टा,रूसी
कोन्नेवेसि,फिनिश
अल्ताई,रूसी
स्पेनिश सरकार,स्पेनिश
लापेनरांता,फिनिश
सेरेनिसिमा,इतालवी <OR> लैटिन <OR> वेनिस का
हवाई संस्कृति,हवाई भाषा <OR> अंग्रेजी भाषा <OR> हवाई <OR> मूल हवाई निवासी
आईएसओ मानक,अंग्रेजी <OR> फ्रेंच
पेम्बा मोज़ाम्बिक,पुर्तगाली
ब्रिटिश राज,चीनी
सिंगापुर,पुतोंगहुआ <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> आधुनिक मानक मंदारिन <OR> मानक भाषा <OR> आधुनिक मानक चीनी <OR> मलय <OR> मलय भाषा <OR> तमिल भाषा <OR> मलय भाषा <OR> तमिल फिल्म <OR> तमिल <OR> मलय भाषा <OR> मानक चीनी <OR> तमिल-भाषा <OR> तमिल भाषा
कोट डी'आइवर,फ्रेंच भाषा <OR> फ्रेंच
बंटेन,इंडोनेशियाई <OR> जावानीस <OR> सुंडानी भाषा <OR> सुंडानी <OR> इंडोनेशिया
हंगेरियन राज्य,हंगेरियन <OR> हंगेरियन
ऑल्डर्नी,अंग्रेजी
कज़ाख,कज़ाक्ष
हैनिंगे,स्वीडिश
तिरुवनंतपुरम,मलयालम <OR> मलयालम <OR> मलयालम भाषा
शांत समुद्री सेना,वियतनामी
हंगरी,हंगेरियन <OR> हंगेरियन
पुर्तगाल गणराज्य,पुर्तगाली
अंतर्राष्ट्रीय ओलंपिक समिति,अंग्रेजी भाषा <OR> अंग्रेजी <OR> फ्रेंच
ग्रीक भाषा,आर्मेनिया <OR> अल्बानिया <OR> यूरोपीय संघ <OR> साइप्रस का <OR> साइप्रस <OR> ग्रीस <OR> इटली <OR> यूक्रेन <OR> ग्रीक <OR> जीआर
पश्चिमी केप प्रांत,अंग्रेजी <OR> अफ्रीकांस
ओडेसा ओब्लास्ट,यूक्रेनी
प्रिली,फ्रेंच
कोमोरियन,फ्रेंच
सीसीसीपी,रूसी
फराह,दाढ़ी
ग्रीक,आर्मेनिया <OR> एलाडा <OR> ग्रीस <OR> ग्रीक प्रायद्वीप <OR> ग्रीक द्वीपसमूह <OR> यूनानी <OR> ग्रीको <OR> यूरोपीय समुदाय <OR> यूरोप <OR> यूरोपीय संघ <OR> जीआर <OR> यूनानी लोग <OR> अल्बानिया <OR> सामान्य बाजार <OR> ग्रीस <OR> ग्रीक साइप्रियट <OR> यूरोपीय संघ <OR> साइप्रस का <OR> साइप्रस <OR> इतालवी <OR> अल्बानियाई <OR> इटालियंस <OR> इटली <OR> हेलेन्स <OR> यूक्रेन <OR> हेलेनिक गणराज्य
बामियान प्रांत,दाढ़ी
इगालिया,स्वीडिश
तमिल नाडु,तमिल फिल्म <OR> तमिल भाषा <OR> तमिल भाषा <OR> शास्त्रीय तमिल <OR> तमिल
पंजाब भारत,पंजाबी भाषा <OR> पंजाबी भाषा <OR> पंजाबी भाषा <OR> पंजाबी
लौका,फिनिश
इंडोचीन,वियतनामी भाषा
हेनावेसि,फिनिश
नव-अश्शूरी साम्राज्य,अक्कादीयन
क्यूबेक,फ्रेंच भाषा <OR> फ्रेंकोफोन <OR> फ्रेंच भाषा <OR> फ्रेंच <OR> फ्रेंच भाषा <OR> फ्रेंच भाषा <OR> फ्रैंकोफोन
यूपेन,जर्मन भाषा
सर्ब ऑर्थोडॉक्स चर्च,सर्बियाई सिरिलिक
ब्रुसेल्स,डच <OR> फ्रेंच
वीतासारी,फिनिश
शिमला,हिंदी
कीव,पुरानी पूर्वी स्लाविक <OR> पुरानी रूथेनियन
कंबोडिया,खमेर भाषा <OR> खमेर <OR> खमेर भाषा <OR> मध्य खमेर
संयुक्त राष्ट्र संगठन,फ्रेंच
सोमालीलैंड,सोमाली
मोनेगास्के,फ्रेंच
तम्पेरे,फिनिश भाषा <OR> फिनिश
एमपीआर,मंगोलियाई
डचमैन,डच
ज़ार,डच
ग्रीक ऑर्थोडॉक्स,ग्रीक
चेक,चेक भाषा <OR> चेक भाषा <OR> स्लोवाक
विश्व स्वास्थ्य संगठन,फ्रेंच
मैसिडोनिया,मैसिडोनियन भाषा <OR> मैसीडोनियन स्लाविक <OR> मानक मैसिडोनियन <OR> मैसिडोनियन सिरिलिक <OR> मैसिडोनियन भाषा <OR> मैसिडोनियन
पेरॉय,फ्रेंच
इंगुश स्वायत्त ओब्लास्ट,रूसी
अदिगे,रूसी
साम्राज्यवादी रूसी,पोलिश <OR> रूसी <OR> पोलिश भाषा <OR> फिनिश
ग्रेनेडियन,अंग्रेजी
सोत्कामो,फिनिश
रूसी सम्राट,रूसी
रिस्तीना,फिनिश
तवांतिन सुयु,केचुआ
जुपाजोकि,फिनिश
चिंग राजवंश,चीनी
मेलिडे स्विट्जरलैंड,इतालवी भाषा
पेरहो,फिनिश
सुंड ऑलैंड,स्वीडिश
हापरांडा नगरपालिका,स्वीडिश <OR> फिनिश
रुस्को,फिनिश
मोल्दोवा,मोल्दावियाई <OR> रोमानियाई भाषा <OR> रोमानियाई भाषा <OR> रोमानियाई <OR> रोमानियाई प्रवासी <OR> मोल्दोवन
फिजी द्वीपसमूह,फिजियन
लॉज़ेन,फ्रेंच भाषा <OR> फ्रेंच भाषा <OR> फ्रेंच
नवारा का फोरल समुदाय,स्पेनिश <OR> बास्क भाषा <OR> बास्क
कुर्दिस्तान,कुर्दिश भाषा <OR> कुर्दी बोलियाँ <OR> कुर्दी <OR> कुर्दिश
मैंट्साला,फिनिश
कॉस्मेट,अल्बानियाई <OR> सर्बियाई
शेक्सब्रे,फ्रेंच
अर्मेनियाई वास्तुकला पर अनुसंधान,आर्मेनियाई
केपवर्डियन,नमक <OR> साओ विसेंटे <OR> सांतो अंताओ <OR> पुर्तगाली <OR> साओ विसेंटे क्रियोलो <OR> क्रियोल
हलसुआ,फिनिश
मिनोर्का,स्पेनिश <OR> कैटलन <OR> कैटलन भाषा
सम्राट,स्वीडिश <OR> रूसी
माल्टीज द्वीपसमूह,माल्टीज़
स्लोवेनिया,स्लोवेनियाई <OR> स्लोवेनियाई
क्रांस-प्रे-सेलिग्नी,फ्रेंच
पश्चिम पापुआ (प्रांत),इंडोनेशिया
राष्ट्रीय लोकतांत्रिक लीग,डच
गिनी-बिसाऊ,पुर्तगाली भाषा <OR> पुर्तगाली भाषा <OR> पुर्तगाली
कनाडाई-अमेरिकी,फ्रेंच
पूर्वी तिमोर,तेतुम <OR> पुर्तगाली भाषा <OR> पुर्तगाली
कन्नुस,फिनिश
फ्रेंच सरकार,फ्रेंच
रूस,रूसी
अंग्रेजी बहुवचन,अंग्रेजी
प्रार्थना करने वाले ईसाई,सर्बियाई
ओटोमन देशों,ओटोमन तुर्की
लैब्राडोर,अंग्रेजी भाषा <OR> अंग्रेजी
ओडेसा ओब्लास्ट,रूसी भाषा <OR> यूक्रेनी <OR> रूसी <OR> यूक्रेनी भाषा
मानक डच,डच
सूरीनाम,डच <OR> डच भाषा
डेनिश साम्राज्य,डेनिश
एकेरो,स्वीडिश
जाओ,रूसी
ताजिकिस्तान,ताजिक भाषा <OR> ताजिकी <OR> ताजिक
तेजो,एस्पेरांतिस्ट्स <OR> एस्पेरांतो
मंगोलियाई जनवादी गणराज्य,मंगोल <OR> मंगोलियाई
शेल्टन,फ्रेंच
सर्ब्स,सर्ब <OR> सर्बियाई <OR> सर्बियाई सिरिलिक
सैन जुआन बौतिस्ता,स्पेनिश
वेटिकन सिटी,इतालवी
लारेस,अंग्रेजी
उत्तरी अटलांटिक संधि संगठन,फ्रेंच
साम्राज्यवादी स्पेन,स्पेनिश
लिकटेंस्टाइन,जर्मन भाषा <OR> जर्मेनिक
लिम्बर्ग (बेल्जियम),डच
किर्गिज़स्तान,किर्गिज़ भाषा
मस्कोवाइट काल,रूसी
यूरोपीय अंतरिक्ष एजेंसी,अंग्रेजी <OR> फ्रेंच
वालेंसिया समुदाय,स्पेनिश
क्रास्नोडार क्राई,रूसी
दक्षिण कैरोलिना,अंग्रेजी
ओस्टरोकर नगर पालिका,स्वीडिश
विल्हेल्मिना नगर पालिका,स्वीडिश
क्रीमिया,क्रीमियन तातार <OR> यूक्रेनी <OR> रूसी <OR> आरयू
केन्या,स्वाहिली <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> स्वाहिली भाषा <OR> स्वाहिली भाषा <OR> किस्वाहिली भाषा <OR> स्वाहिली भाषा <OR> स्वाहिली <OR> किस्वाहिली
य्पैजा,फिनिश
सुओमेन्निएमि,फिनिश
स्टेलालैंड,डच
टोरफेन,अंग्रेजी <OR> वेल्श
प्रथम गणराज्य,चेक भाषा <OR> चेक <OR> फ्रेंच
मॉरीशस,फ्रेंच भाषा <OR> अंग्रेजी <OR> फ्रेंच <OR> फ्रेंच भाषा <OR> फ्रेंकोफोन
इंडियाना,अंग्रेजी
पश्चिम ग्रीनलैंड,कालालिसुत
मल्लोर्कीन,स्पेनिश <OR> कैटलन <OR> कैटलन भाषा
लोहजा,स्वीडिश <OR> स्वीडिश भाषी <OR> फिनिश
टिरोल,इतालवी
नेक्लिनोव्स्की जिला,रूसी
कैलिफ़ोर्निया,अंग्रेजी भाषा <OR> अंग्रेजी <OR> अंग्रेजी भाषी लोग <OR> अंग्रेजीकृत
रवांडा,किन्यारवांडा <OR> अंग्रेजी <OR> अंग्रेजी भाषा <OR> फ्रेंच <OR> अंग्रेजी भाषी <OR> फ्रैंकोफोन
पूर्वी कालीमंतन,इंडोनेशियाई <OR> इंडोनेशिया
मलैक्स,स्वीडिश <OR> फिनिश
सर्विया,सर्बियाई
आईओसी,अंग्रेजी <OR> फ्रेंच
अकादमिस्का सांगफोरेनिंगेन,स्वीडिश
शंघाई सहयोग संगठन,रूसी <OR> चीनी
डोमिनिकन गणराज्य,स्पेनिश
मैंटीहारजू,फिनिश
क्यूबेक क्यूबेक,फ्रेंच
काल्मिक,रूसी
दक्षिण रूस (1919-1920),रूसी
न्यू ब्रंसविक,अंग्रेजी
अस्कोला,फिनिश
दक्षिणी सामान्य बाजार,स्पेनिश <OR> पुर्तगाली
केउरू,फिनिश
नीदरलैंड्स एंटिल्स,डच <OR> पापियामेंटो <OR> पापियामेंटो
नाटो मानकीकरण एजेंसी,फ्रेंच
कैन्सस,अंग्रेजी
स्वायत्त गणराज्य क्रीमिया,क्रीमियन तातार <OR> यूक्रेनी <OR> रूसी
वोल्गा बुल्गारिया,बोल्गर भाषा
अदिगे गणराज्य,रूसी
सॉजे गणराज्य,फ्रेंच
कोलंबिया,स्पेनिश भाषा <OR> स्पेनिश <OR> स्पेनिश भाषा <OR> हिस्पैनिक <OR> स्पेनिश भाषा
आचेह प्रांत,इंडोनेशियाई <OR> अचीनी <OR> अचीनी भाषा <OR> आचे <OR> इंडोनेशिया
केंटकी,अंग्रेजी
दक्षिण टायरॉल,इटैलियनीकृत <OR> इतालवी <OR> जर्मेनिक <OR> जर्मन भाषा <OR> जर्मन भाषा
ज़ारवादी,स्वीडिश <OR> पोलिश <OR> रूसी <OR> रूसी भाषा
लाभांश,अंग्रेजी
फ्लेमिश संस्कृति,डच <OR> डच भाषा
एस्बो,स्वीडिश <OR> फिनिश
नुएवो संतांदेर,स्पेनिश
इतालवी गणराज्य,इतालवी
स्पेनी अमेरिका,कास्तियानो <OR> स्पेनिश
पोलैंड,पोलिश <OR> रूसी <OR> पोलिश भाषा <OR> पोलिश भाषा
रूसी संघ,रूसी भाषा <OR> यूक्रेनी <OR> क्रीमियन तातार <OR> बश्किर <OR> रूसी भाषा <OR> एर्ज़्या <OR> अदिगे <OR> तातार <OR> पश्चिमी सर्केशियन <OR> कुम्यक <OR> अबाज़ा <OR> कोमी <OR> मारी भाषा <OR> मैडो मारी <OR> रूसी <OR> एर्ज़्या भाषा <OR> मारी
बड़ा द्वीप,अंग्रेजी <OR> हवाई
मकाऊ,चीनी भाषा <OR> पुर्तगाली भाषा <OR> सरलीकृत चीनी <OR> चीनी <OR> पुर्तगाली
पश्चिम अफ्रीकी राज्यों का आर्थिक समुदाय,फ्रेंच <OR> फ्रैंकोफोन
बास्क देश (स्वायत्त समुदाय),स्पेनिश <OR> बास्क
ओटोमन साम्राज्य,ओटोमन तुर्की <OR> ओटोमन भाषा <OR> ओटोमन तुर्की भाषा <OR> ओटोमन
कांगो लोकतांत्रिक गणराज्य,फ्रेंच
नूरिस्तान,दाढ़ी <OR> नूरिस्तानी
रानुआ,फिनिश
एंटीगुआ और बारबुडा,अंग्रेजी
कजानी,फिनिश
एंग्विला,अंग्रेजी भाषा <OR> अंग्रेजी
मारी एल,मैडो मारी <OR> रूसी <OR> मारी
द्रिउच,अमाज़िघ
मैनिटोबा,अंग्रेजी भाषा <OR> अंग्रेजी
बोनेयर,डच <OR> डच भाषा <OR> पापियामेंटो <OR> पापियामेंटु
लुमिजोकि,फिनिश
डोमिनिकन गणराज्य,स्पेनिश <OR> स्पेनिश भाषा <OR> स्पेनिश भाषा
नांग्रो अचेह दारुस्सलाम,इंडोनेशियाई <OR> अचीनी
मोर्डोर,काला भाषण
हुइटिनेन,फिनिश
संगठन फॉर सिक्योरिटी एंड को-ऑपरेशन इन,स्पेनिश <OR> रूसी <OR> इतालवी <OR> फ्रेंच
उत्तर अमेरिकी स्वतंत्र व्यापार समझौता (न,स्पेनिश <OR> फ्रेंच
स्पेनिश साम्राज्य,स्पेनिश <OR> स्पेनिश भाषा
अफ्रीकी-अमेरिकी,अंग्रेजी
जिनेवा,फ्रेंच
सुंड्सवाल्ल,स्वीडिश
क्यू,फ्रेंच
सर्ब क्राजिना,सर्ब <OR> सर्बियाई
रोमानिया,रोमानियाई भाषा <OR> रोमानियाई भाषा <OR> रोमानियाई <OR> डैको-रोमानियन <OR> रोमानियाई प्रवासी
उरुग्वे,कास्तिलियन <OR> स्पेनिश <OR> स्पेनिश भाषा <OR> स्पेनिश भाषा
बाद का जिन,चीनी <OR> मंचू
सर्बियाई ऑर्थोडॉक्स ईसाई,सर्बियाई <OR> सर्बियाई सिरिलिक
लिथुआनियाई,रूथेनियन
पश्चिमी पाकिस्तान,उर्दू
मास्कोवी,रूसी
रोमन साम्राज्य,ग्रीक <OR> लैटिन
पूर्वी पाकिस्तान,बंगाली
बहामाई,अंग्रेजी
सोलोमन द्वीपवासी,अंग्रेजी
रोम,ग्रीक <OR> लैटिन
ब्रसेल्स राजधानी क्षेत्र,डच <OR> फ्रेंच
हंगरी,हंगेरियन <OR> हंगेरियन भाषा <OR> हंगेरियन भाषा <OR> हंगेरियन <OR> हंगेरियन भाषा
कोर्शोल्म,स्वीडिश <OR> फिनिश
प्रशिया,जर्मन भाषा <OR> जर्मन भाषा
शार्दोने,फ्रेंच
अल्बर्टा,अंग्रेजी भाषा <OR> अंग्रेजी
रुओवेसि,फिनिश
कुओलाजार्वि,फिनिश
मोंट्रो,फ्रेंच
लुउमाकी,फिनिश
लाओस,लाओ भाषा <OR> लाओ भाषा <OR> लाओशियन <OR> लाओ
व्हाइट रशियन,रूसी <OR> बेलारूसी <OR> बेलारूसी
इंका,केचुआ <OR> क्वेचुआन
इफेर्नी,अमाज़िघ
रूसी सोवियत समाजवादी गणराज्य,रूसी
किह्निओ,फिनिश
सिउंटिओ,स्वीडिश <OR> फिनिश
जॉर्जिया (देश),जॉर्जियाई
सिगतुना नगर पालिका,स्वीडिश
रोवानिएमि,फिनिश
रौतालम्पी,फिनिश
अर्जेंटीन,स्पेनी भाषा <OR> स्पेनिश <OR> स्पेनिश भाषा <OR> कास्तियानो <OR> कास्टिलियन
हल रेजिमेंट (आरसीएसी),फ्रेंकोफोन
कर सकते हैं,फ्रेंच भाषा <OR> फ्रेंच
सेंट पियरे और मिकेलों,फ्रेंच
सिब्बो,स्वीडिश
तावोलारा,इतालवी
दश्त-ए आज़ादेगान काउंटी,फ़ारसी
आयरलैंड,आयरिश
पिटकेर्न,अंग्रेजी <OR> पिटकेर्न
कृपया मूल पाठ प्रदान करें जिसे आप हिंदी म,पुर्तगाली
यूरोपीय संघ,फिनिश <OR> फ्रेंच <OR> ईएस <OR> जर्मन भाषा <OR> चेक <OR> स्वीडिश <OR> माल्टीज़ भाषा <OR> अंग्रेजी भाषा <OR> तनाव <OR> पुर्तगाली <OR> एफआर <OR> हेलेनिक <OR> ग्रीक <OR> डेनिश <OR> स्पेनी भाषा <OR> स्लोवाक <OR> एस्टोनियाई <OR> रोमानियाई <OR> अंग्रेजी <OR> स्पेनिश <OR> क्रोएशियाई <OR> स्लोवेनियाई <OR> माल्टीज़ <OR> स्लोवेनियाई <OR> लातवियाई <OR> लिथुआनियाई <OR> बल्गेरियाई <OR> हंगेरियन <OR> डच <OR> पोलिश <OR> इतालवी <OR> आयरिश
ग्रान कौंसिलियो,इतालवी
साम्राज्यवादी चीनी,चीनी
करसामाकी,फिनिश
क्विटो,स्पेनिश
स्पेनी उपनिवेशिक काल,स्पेनिश <OR> स्पेनिश भाषा
चेचन्या,रूसी
वालून दक्षिण,फ्रेंच
तुर्की,ओटोमन तुर्की <OR> ओटोमन
गिनी-कोनाक्री,फ्रेंच
फ़ैरो द्वीपसमूह,फ़ैरोइज़ <OR> डेनिश <OR> फ़ैरोइज़ भाषा <OR> डेनिश भाषा
डोनेट्स्क नगरपालिका,यूक्रेनी <OR> रूसी
सीहोफ स्विट्जरलैंड,फ्रेंच
फिलिस्तीन,इब्रानी <OR> अंग्रेजी <OR> आधुनिक हिब्रू <OR> इब्रानी भाषा <OR> इब्रानी भाषा
सामोआ,सामोआन
फेरोइस,फ़ैरोइज़ भाषा <OR> डेनिश
सेबू शहर,सेबुआनो <OR> फिलिपिनो
नाइजीरिया,अंग्रेजी भाषा <OR> अंग्रेजी <OR> अंग्रेजी भाषी
बोस्निया-हर्जेगोविना,सर्बियाई
समोआ,सामोआन भाषा <OR> सामोआन <OR> अंग्रेजी भाषा <OR> अंग्रेजी <OR> सामोआन <OR> सामोआन भाषा
ब्रुग्ग,उच्च जर्मन
आज़ाद-कश्मीर,उर्दू
आधुनिक स्वीडन,स्वीडिश
फ्रेंच भाषी बेल्जियम,फ्रेंच
उदमुर्त एएसआर,रूसी
बोलीविया,गुआरानी <OR> अयमारा <OR> स्पेनिश <OR> क्वेचुआ भाषा <OR> केचुआ <OR> क्वेचुआ भाषाएँ <OR> गुआरानी <OR> स्पेनिश भाषा <OR> हिस्पैनिक <OR> कास्तिलियन
नाउरू,अंग्रेजी <OR> नाउरुआन भाषा
मिकोलाइव क्षेत्र,यूक्रेनी
फ्रेंच पोलिनेशिया,फ्रेंच भाषा <OR> फ्रेंच
निमरूज,बलोची <OR> बलोच
हिर्वेन्साल्मी,फिनिश
बेलारूस,रूसी
गैलिसियन,गैलिशियन
कपूरथला,पंजाबी
बेल्जियम का फ्रेंच समुदाय,फ्रैंकोफोन
खकासिया,रूसी <OR> खकास <OR> खाकास
नीदरलैंड,एनएल <OR> डच <OR> डच भाषा <OR> डच भाषा
यूरोपीय संघ,आयरिश भाषा <OR> ग्रीक भाषा <OR> फिनिश <OR> फ्रेंच <OR> चेक <OR> स्वीडिश <OR> अंग्रेजी भाषा <OR> तनाव <OR> पुर्तगाली <OR> ग्रीक <OR> डेनिश <OR> स्पेनिश भाषा <OR> क्रोएशियाई भाषा <OR> स्लोवाक <OR> एस्टोनियाई <OR> रोमानियाई <OR> स्पेनिश <OR> अंग्रेजी <OR> क्रोएशियाई <OR> स्लोवेनियाई <OR> माल्टीज़ <OR> स्लोवेनियाई <OR> लातवियाई <OR> अंग्रेज़ी भाषी <OR> लिथुआनियाई <OR> बल्गेरियाई <OR> पुर्तगाली भाषा <OR> हंगेरियन <OR> डच <OR> पोलिश <OR> डीई <OR> मानक इतालवी <OR> इतालवी <OR> आयरिश
श्रीलंकाई,सिंहल भाषा <OR> सिंहला <OR> तमिल
ओटोमन,ओटोमन तुर्की <OR> ओटोमन तुर्की भाषा
सोवियत यूक्रेन,रूसी भाषा <OR> यूक्रेनी <OR> रूसी
कांगोलीज,फ्रेंच भाषा <OR> फ्रेंच <OR> फ्रेंकोफोन
किर्कस्लैट्ट,स्वीडिश
जॉर्जियाई ऑर्थोडॉक्स,जॉर्जियाई
अमरावती जिला,मराठी
ओरिमत्तिला,फिनिश
सेंट लूसिया,अंग्रेजी
बेनिन,फ्रेंच
ब्रिसागो,इतालवी
तेरवोला,फिनिश
क्यूबेक शहर,फ्रेंच
निकारागुआ,स्पेनिश <OR> स्पेनिश भाषा <OR> हिस्पैनिक <OR> स्पेनिश भाषा
यू.एस.,अंग्रेजी
स्पेनी उपनिवेशवाद,स्पेनिश
लिक्सेले नगर पालिका,स्वीडिश
बोलामा,पुर्तगाली
मैंडेट युग,इब्रानी
डोमिनिका,अंग्रेजी
विरोलाहति,फिनिश
स्वीडन,सैमी <OR> स्वीडिश भाषा <OR> फिनिश <OR> उत्तरी सामी <OR> सामी भाषा <OR> आधुनिक स्वीडिश <OR> सामी <OR> सामी <OR> रोमानी <OR> फिनिश भाषा <OR> स्वीडिश <OR> सामी भाषाएँ <OR> सामी भाषाएँ <OR> रोमानी <OR> स्वीडिश भाषा <OR> पुरानी स्वीडिश <OR> स्वीडिश भाषी <OR> फिनिश भाषा <OR> फिनिश बोलियाँ <OR> तैरना <OR> रोमानी भाषा
गैलिज़ा,स्पेनिश <OR> गैलिशियन <OR> गैलिशियन भाषा
अनार,स्कोल्ट सामी <OR> इनारी <OR> इनारी सामी <OR> उत्तरी सामी
कालाजोकि,फिनिश
डच मानक भाषा,डच भाषा
सीएच,डीई <OR> जर्मन <OR> इतालवी <OR> फ्रेंच <OR> एफआर <OR> जर्मन भाषा
लिगोर्नेट्टो,इतालवी
हरियाणा,हिंदी <OR> हिंदी भाषा <OR> हिंदी भाषा <OR> मानक हिंदी
अरास गणराज्य,अज़रबैजानी
रोमन साम्राज्य काल,ग्रीक
जोकिओइनेन,फिनिश
सेनेगल,फ्रेंच भाषा <OR> फ्रेंच भाषा <OR> फ्रेंच <OR> फ्रेंकोफोन
संयुक्त अरब अमीरात,एस्पेरांतो
केरिमाकी,फिनिश
वैकल्पिक विवाद समाधान,अज़रबैजानी
हुडिंगे,स्वीडिश
कोपिंग नगर पालिका,स्वीडिश
सेंट बार्थेलेमी,फ्रेंच
करिजोकि,फिनिश
ग्रोमैटिकी,लैटिन
सल्ला,फिनिश
पल्तामो,फिनिश
हांगकांग के लोग,अंग्रेजी
सीएनएमआई,चामोर्रो
दार्शनिक स्थायित्व सूचकांक,अंग्रेजी <OR> फिलिपिनो
तिमोर लेस्ते,तेतुम <OR> तेतुन <OR> पुर्तगाली
तवान्नेस,फ्रेंच
