source,target
আক্কাদ,আক্কাদীয়ান
আসিরিয়া,আসিরিয়ান <OR> আক্কাদ <OR> আক্কাদীয়ান <OR> সুমেরীয় ভাষা <OR> আক্কাদীয় ভাষা <OR> আরামাইক
ইয়ালতা,রুশ
কননেভেসি,ফিনিশ
আলতাই,রুশ
স্পেনের সরকার,স্প্যানিশ
লাপ্পেনরান্টা,ফিনিশ
সেরেনিসিমা,ইতালীয় <OR> লাতিন <OR> ভেনিসিয়ান
হাওয়াই সংস্কৃতি,হাওয়াইয়ান ভাষা <OR> ইংরেজি ভাষা <OR> হাওয়াইয়ান <OR> স্থানীয় হাওয়াইয়ান
আইসো মান,ইংরেজি <OR> ফরাসি
"পেম্বা, মোজাম্বিক।",পোর্তুগিজ
ব্রিটিশ শাসন,চীনা
সিঙ্গাপুর,পুতংহুয়া <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> আধুনিক মানক ম্যান্ডারিন <OR> মানক ভাষা <OR> আধুনিক মানক চীনা <OR> মালয় <OR> মালয় ভাষা <OR> தமிழ் மொழி <OR> মালয় ভাষা <OR> তামিল চলচ্চিত্র <OR> தமிழ் <OR> মালয় ভাষা <OR> মানক চীনা <OR> தமிழ் மொழி <OR> தமிழ் மொழி
কোত দিভোয়ার,ফরাসি ভাষা <OR> ফরাসি
বান্টেন,ইন্দোনেশিয়ান <OR> জাভানিজ <OR> সুন্দানিজ ভাষা <OR> সুন্দরী <OR> ইন্দোনেশিয়া
হাঙ্গেরিয়ান রাষ্ট্র,হাঙ্গেরিয়ান <OR> ম্যাগ্যার।
অল্ডার্নি,ইংরেজি
কাজাখ,কাজাক
হানিঙ্গে,সুইডিশ
থিরুভনন্তপুরম,মালয়ালম <OR> മലയാളം <OR> মালায়ালম ভাষা
তিন হাই কুয়ান,ভিয়েতনামী
হাঙ্গেরি,হাঙ্গেরিয়ান <OR> ম্যাগ্যার
পোর্তুগিজ প্রজাতন্ত্র,পোর্তুগিজ
আন্তর্জাতিক অলিম্পিক কমিটি,ইংরেজি ভাষা <OR> ইংরেজি <OR> ফরাসি
গ্রীক ভাষা,আর্মেনিয়া <OR> আলবেনিয়া <OR> ইউরোপীয় ইউনিয়ন <OR> সাইপ্রিয়ট <OR> সাইপ্রাস <OR> গ্রীস <OR> ইতালি <OR> ইউক্রেন <OR> গ্রীক <OR> জি আর
পশ্চিম কেপ প্রদেশ,ইংরেজি <OR> আফ্রিকানস
ওডেসা অঞ্চল,ইউক্রেনীয়
প্রিলি,ফরাসি
কমোরিয়ান,ফরাসি
সিসিসিপি,রুশ
ফারাহ,দারি।
গ্রীক,আর্মেনিয়া <OR> এলাদা <OR> গ্রীস <OR> গ্রিক উপদ্বীপ <OR> গ্রীক দ্বীপসমূহ। <OR> গ্রীকরা <OR> গ্রিক <OR> ইউরোপীয় সম্প্রদায়সমূহ <OR> ইউরোপ <OR> ইইউ <OR> জি আর <OR> গ্রিক মানুষ <OR> আলবেনিয়া <OR> সাধারণ বাজার <OR> গ্রিস <OR> গ্রিক সাইপ্রিয়ট <OR> ইউরোপীয় ইউনিয়ন <OR> সাইপ্রিয়ট <OR> সাইপ্রাস <OR> ইতালীয় <OR> আলবেনিয়ান <OR> ইতালীয়রা <OR> ইতালি <OR> হেলেনes <OR> ইউক্রেন <OR> হেলেনিক প্রজাতন্ত্র
বামিয়ান প্রদেশ,দারি।
এগালিয়া,সুইডিশ
தமிழ்நாடு,তামিল সিনেমা <OR> தமிழ் மொழி <OR> தமிழ் மொழி <OR> শাস্ত্রীয় তামিল <OR> தமிழ்
"পাঞ্জাব, ভারত।",পাঞ্জাবি ভাষা <OR> ਪੰਜਾਬੀ ਭਾਸ਼ਾ <OR> পাঞ্জাবি ভাষা <OR> ਪੰਜਾਬੀ
লাউকা,ফিনিশ
ইন্দোচীন,ভিয়েতনামী ভাষা
হেইনাভেসি,ফিনিশ
নেও-আসিরীয় সাম্রাজ্য,আক্কাদীয়ান
কেবেক,ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন <OR> ফরাসি ভাষা <OR> ফরাসি <OR> ফরাসি ভাষা <OR> ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন
ইউপেন,জার্মান ভাষা
সার্ব অর্থডক্স চার্চ,সার্বিয়ান সিরিলিক
ব্রাসেলস,ডাচ <OR> ফরাসি
ভিতাসারি,ফিনিশ
শিমলা,হিন্দি
কিয়েভ,পুরাতন পূর্ব স্লাভিক <OR> পুরাতন রুথেনিয়ান
কম্বোডিয়া,খমের ভাষা <OR> খমের <OR> খমের ভাষা <OR> মধ্য খমের
জাতিসংঘ সংস্থা,ফরাসি
সোমালিল্যান্ড,সোমালি
মোনেগাস্ক,ফরাসি
টাম্পেরে,ফিনিশ ভাষা <OR> ফিনিশ
এমপিআর,মঙ্গোলিয়ান
ডাচম্যান,ডাচ
জেডএআর,ডাচ
গ্রীক অর্থডক্স,গ্রীক
চেক,চেক ভাষা <OR> চেক ভাষা <OR> স্লোভাক
বিশ্ব স্বাস্থ্য সংস্থা (হু),ফরাসি
ম্যাসেডোনিয়া,ম্যাসেডোনিয়ান ভাষা <OR> ম্যাসেডোনিয়ান স্লাভিক <OR> স্ট্যান্ডার্ড ম্যাসেডোনিয়ান <OR> ম্যাসেডোনিয়ান সিরিলিক <OR> ম্যাসেডোনিয়ান ভাষা <OR> ম্যাসেডোনিয়ান
পেরয়,ফরাসি
ইনগুশ স্বায়ত্তশাসিত অঞ্চল,রুশ
আদিগেহ,রুশ
সাম্রাজ্যিক রাশিয়ান,পোলিশ <OR> রুশ <OR> পোলিশ-ভাষা <OR> ফিনিশ
গ্রেনাডিয়ান,ইংরেজি
সোটকামো,ফিনিশ
রুশ সম্রাট,রুশ
রিস্টিনা,ফিনিশ
তাওয়ান্তিন সুয়ু,কেচুয়া
জুপাজোকি,ফিনিশ
চিং রাজবংশ,চীনা
"মেলিদে, সুইজারল্যান্ড।",ইতালীয় ভাষা
পেরহো।,ফিনিশ
"সুন্ড, অ্যাল্যান্ড।",সুইডিশ
হাপারান্ডা পৌরসভা,সুইডিশ <OR> ফিনিশ
রুশко,ফিনিশ
মলদোভা,মলদোভিয়ান <OR> রোমানিয়ান ভাষা <OR> রোমানিয়ান ভাষা <OR> রোমানিয়ান <OR> রোমানিয়ান প্রবাসী সম্প্রদায় <OR> মলদোভান
ফিজিয়ান দ্বীপপুঞ্জ,ফিজিয়ান
লোজান্নে,ফরাসি ভাষা <OR> ফরাসি ভাষা <OR> ফরাসি
নাভার্রার ফরাল কমিউনিটি,স্প্যানিশ <OR> বাস্ক ভাষা <OR> বাস্ক
কুর্দিস্তান,কুর্দিশ ভাষা <OR> কুর্দিশ উপভাষাসমূহ <OR> কুর্দি <OR> কুর্দিশ
মেন্টসালা,ফিনিশ
কসমেট,আলবেনিয়ান <OR> সার্বিয়ান
চেক্সব্রেস।,ফরাসি
আর্মেনিয়ান স্থাপত্যের উপর গবেষণা,আর্মেনিয়ান
কেপভার্দিয়ান,সাল <OR> সাও ভিসেন্টে <OR> সান্তো আন্তাও <OR> পোর্তুগিজ <OR> সাও ভিসেন্ট ক্রিওলো <OR> ক্রেওল
হালসুয়া,ফিনিশ
মাইনর্কা,স্প্যানিশ <OR> কাতালান <OR> কাতালান ভাষা
জার,সুইডিশ <OR> রুশ
মাল্টিজ দ্বীপপুঞ্জ,মাল্টিজ
স্লোভেনিয়া,স্লোভেনিয়ান <OR> স্লোভেনীয়
ক্রান্স-প্রেস-সেলিগনি,ফরাসি
পশ্চিম পাপুয়া (প্রদেশ),ইন্দোনেশিয়া
এনএলডি,ডাচ
গিনি-বিসাউ,পোর্তুগিজ ভাষা <OR> পোর্তুগিজ ভাষা <OR> পোর্তুগিজ
কানাডিয়ান-আমেরিকান,ফরাসি
টিমর-লেস্তে,টেটাম <OR> পোর্তুগিজ ভাষা <OR> পোর্তুগিজ
কান্নাস,ফিনিশ
ফরাসি সরকার,ফরাসি
আরএসএস,রুশ
ইংরেজি বহুবচন,ইংরেজি
অর্থডক্স খ্রিস্টানরা,সার্বিয়ান
অটোমান দেশসমূহ,অটোমান তুর্কি
ল্যাব্রাডর,ইংরেজি ভাষা <OR> ইংরেজি
ওডেসা অঞ্চল,রুশ ভাষা <OR> ইউক্রেনীয় <OR> রুশ <OR> ইউক্রেনীয় ভাষা
মানক ডাচ,ডাচ
সুরিনাম,ডাচ <OR> ডাচ ভাষা
ড্যানিশ রাজ্য,ড্যানিশ
একারো,সুইডিশ
যাও।,রুশ
তাজিকিস্তান,তাজিক ভাষা <OR> তাজিকি <OR> তাজিক
তেজো,এস্পেরান্তিস্টরা। <OR> এস্পেরান্তো
মঙ্গোলিয়ান পিপলস রিপাবলিক,মঙ্গোল <OR> মঙ্গোলিয়ান
শেলটেন।,ফরাসি
সার্বরা,সার্ব। <OR> সার্বিয়ান <OR> সার্বিয়ান সিরিলিক
সান হুয়ান বাউটিস্টা,স্প্যানিশ
ভ্যাটিকান সিটি,ইতালীয়
লারেস,ইংরেজি
উত্তর আটলান্টিক চুক্তি সংস্থা,ফরাসি
সাম্রাজ্যবাদী স্পেন,স্প্যানিশ
লিখটেনস্টাইন,জার্মান-ভাষা <OR> জার্মানিক
লিম্বুর্গ (বেলজিয়াম),ডাচ
কিরগিজস্তান,কিরগিজ ভাষা
মস্কোভাইট যুগ,রুশ
ইএসএ,ইংরেজি <OR> ফরাসি
কমিউনিডাড ভ্যালেন্সিয়ানা,স্প্যানিশ
ক্রাসনোদার ক্রাই,রুশ
দক্ষিণ ক্যারোলিনা,ইংরেজি
অস্টারআকার পৌরসভা,সুইডিশ
ভিলহেলমিনা পৌরসভা,সুইডিশ
ক্রিমিয়া,ক্রিমিয়ান তাতার <OR> ইউক্রেনীয় <OR> রুশ <OR> আরইউ
কেনিয়া,সোয়াহিলি <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> সোয়াহিলি ভাষা <OR> সোয়াহিলি ভাষা <OR> কিসওয়াহিলি ভাষা <OR> সোয়াহিলি ভাষা <OR> সোয়াহিলি <OR> কিসওয়াহিলি
ইপাজা,ফিনিশ
সুোমেননিমি,ফিনিশ
স্টেলাল্যান্ড,ডাচ
টরফেইন,ইংরেজি <OR> ওয়েলশ
প্রথম প্রজাতন্ত্র,চেক ভাষা <OR> চেক <OR> ফরাসি
মরিশাস,ফরাসি ভাষা <OR> ইংরেজি <OR> ফরাসি <OR> ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন
ইন্ডিয়ানা,ইংরেজি
পশ্চিম গ্রীনল্যান্ড,কালাল্লিসুত।
মেজরকান,স্প্যানিশ <OR> কাতালান <OR> কাতালান ভাষা
লোহজা,সুইডিশ <OR> সুইডিশ ভাষাভাষী <OR> ফিনিশ
টিরোল,ইতালীয়
নেকলিনোভস্কি জেলা,রুশ
ক্যালিফোর্নিয়া,ইংরেজি ভাষা <OR> ইংরেজি <OR> অ্যাংলোফোনস <OR> এংলিকাইজড
রুয়ান্ডা,কিন্যরওয়ান্ডা <OR> ইংরেজি <OR> ইংরেজি ভাষা <OR> ফরাসি <OR> অ্যাঙ্গ্লোফোন <OR> ফ্রাঙ্কোফোন
পূর্ব কালিমান্তান,ইন্দোনেশিয়ান <OR> ইন্দোনেশিয়া
মালাক্স,সুইডিশ <OR> ফিনিশ
সার্ভিয়া,সার্বিয়ান
আইওসি,ইংরেজি <OR> ফরাসি
একাডেমিক সঙফেরেনিংগেন,সুইডিশ
শাংহাই সহযোগিতা সংস্থা,রুশ <OR> চীনা
ডোমিনিকান প্রজাতন্ত্র,স্প্যানিশ
মেন্টিহারজু,ফিনিশ
"কেবেক, কেবেক।",ফরাসি
কাল্মিক,রুশ
দক্ষিণ রাশিয়া (১৯১৯–১৯২০),রুশ
নতুন ব্রunswick,ইংরেজি
আস্কোলা,ফিনিশ
দক্ষিণী সাধারণ বাজার,স্প্যানিশ <OR> পোর্টুগিজ
কেউরু।,ফিনিশ
নেদারল্যান্ডস অ্যান্টিলস,ডাচ <OR> পাপিয়ামেন্টো <OR> পাপিয়ামেন্টু
নাটো স্ট্যান্ডার্ডাইজেশন এজেন্সি,ফরাসি
কানসাস,ইংরেজি
স্বায়ত্তশাসিত প্রজাতন্ত্র ক্রিমিয়া,ক্রিমিয়ান তাতার <OR> ইউক্রেনীয় <OR> রুশ
ভলগা বুলগেরিয়া,বলগার ভাষা
আদিগেহ প্রজাতন্ত্র,রুশ
সৌগেইস প্রজাতন্ত্র,ফরাসি
কলম্বিয়া,স্প্যানিশ ভাষার <OR> স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> হিস্পানিক <OR> স্প্যানিশ ভাষা
আছে প্রদেশ,ইন্দোনেশীয় <OR> আছেনিজ <OR> আছেনিজ ভাষা <OR> আছে <OR> ইন্দোনেশিয়া
কেন্টাকি,ইংরেজি
দক্ষিণ টিরোল,ইতালীয়কৃত <OR> ইতালীয় <OR> জার্মানিক <OR> জার্মান ভাষা <OR> জার্মান ভাষা
জারবাদী,সুইডিশ <OR> পোলিশ <OR> রুশ <OR> রুশ ভাষা
রয়,ইংরেজি
ফ্লেমিশ সংস্কৃতি,ডাচ <OR> ডাচ ভাষা
এসবো।,সুইডিশ <OR> ফিনিশ
নতুন সান্তান্দার,স্প্যানিশ
ইতালীয় প্রজাতন্ত্র,ইতালীয়
স্প্যানিশ আমেরিকা,কাস্তেল্লানো <OR> স্প্যানিশ
পোল্যান্ড,পোলিশ <OR> রুশ <OR> পোলিশ-ভাষা <OR> পোলিশ ভাষা
রাশিয়ান ফেডারেশন,রুশ ভাষা <OR> ইউক্রেনীয় <OR> ক্রিমিয়ান তাতার <OR> বাস্কির <OR> রুশ ভাষা <OR> এর্জ্যা <OR> আদিগেহ <OR> তাতার <OR> পশ্চিম চেরকেসিয়ান <OR> কুমিক <OR> আবাজা <OR> কোমি। <OR> মারি ভাষা <OR> মেডো মেরি <OR> রুশ <OR> এর্জ্যা ভাষা <OR> মারি
বড় দ্বীপ,ইংরেজি <OR> হাওয়াইয়ান
ম্যাকাউ,চীনা ভাষা <OR> পোর্তুগিজ ভাষা <OR> সরলীকৃত চীনা <OR> চীনা <OR> পোর্তুগিজ
ইকোওয়াস,ফরাসি <OR> ফ্রাঙ্কোফোন
বাস্ক দেশ (স্বায়ত্তশাসিত সম্প্রদায়),স্প্যানিশ <OR> বাস্ক
অটোমান সাম্রাজ্য,অটোমান তুর্কি <OR> অটোমান ভাষা <OR> অটোমান তুর্কি ভাষা <OR> অটোমান
গণতান্ত্রিক কঙ্গো প্রজাতন্ত্র,ফরাসি
নুরিস্তান,দারি। <OR> নুরিস্তানি
রানুয়া,ফিনিশ
অ্যান্টিগুয়া ও বার্বুডা,ইংরেজি
কাজানি,ফিনিশ
অ্যাঙ্গুইলা,ইংরেজি ভাষা <OR> ইংরেজি
মারি এল,মেডো মেরি <OR> রুশ <OR> মারি
দ্রিউচ,আমাজিগ
ম্যানিটোবা,ইংরেজি ভাষা <OR> ইংরেজি
বোনেয়ার,ডাচ <OR> ডাচ ভাষা <OR> পাপিয়ামেন্টো <OR> পাপিয়ামেন্টু
লুমিজোki,ফিনিশ
ডোমিনিকান প্রজাতন্ত্র,স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> স্প্যানিশ ভাষা
নাংগ্রোe আছে দারুসসালাম,ইন্দোনেশিয়ান <OR> আছেনিজ
মর্ডর,কালো ভাষা
হুইটিনেন,ফিনিশ
অসিসি,স্প্যানিশ <OR> রুশ <OR> ইতালীয় <OR> ফরাসি
উত্তর আমেরিকান মুক্ত বাণিজ্য চুক্তি (নাফটা),স্প্যানিশ <OR> ফরাসি
স্প্যানিশ সাম্রাজ্য,স্প্যানিশ <OR> স্প্যানিশ ভাষা
আফ্রিকান-আমেরিকান,ইংরেজি
জেনেভা,ফরাসি
সুন্দসভাল,সুইডিশ
প্রশ্ন।,ফরাসি
সার্ব ক্রাজিনা,সার্ব <OR> সার্বিয়ান
রোমানিয়া,রোমানিয়ান ভাষা <OR> রোমানিয়ান ভাষা <OR> রোমানিয়ান <OR> ডাকো-রোমানিয়ান <OR> রোমানিয়ান প্রবাসী
উরুগুয়ে,কাস্তিলিয়ান <OR> স্প্যানিশ <OR> স্প্যানিশ ভাষার <OR> স্প্যানিশ ভাষা
পরে জিন।,চীনা <OR> মানচু
সার্বীয় অর্থোডক্স খ্রিস্টান,সার্বিয়ান <OR> সার্বিয়ান সিরিলিক
লিথুয়ানিয়ান,রুথেনিয়ান
পশ্চিম পাকিস্তান,উর্দু
মস্কোভি,রুশ
রোমান সাম্রাজ্য,গ্রিক <OR> লাতিন
পূর্ব পাকিস্তান,বাংলা
বাহামিয়ান,ইংরেজি
সলোমন দ্বীপবাসী,ইংরেজি
রোম,গ্রীক <OR> লাতিন
ব্রাসেলস রাজধানী অঞ্চল,ডাচ <OR> ফরাসি
হাঙ্গেরি,হাঙ্গেরিয়ান <OR> হাঙ্গেরিয়ান ভাষা <OR> হাঙ্গেরিয়ান-ভাষা <OR> ম্যাগয়ার <OR> হাঙ্গেরিয়ান ভাষা
কর্সহলম,সুইডিশ <OR> ফিনিশ
প্রুশিয়া,জার্মান-ভাষা <OR> জার্মান ভাষা
চারডন্নে।,ফরাসি
আলবার্টা,ইংরেজি ভাষা <OR> ইংরেজি
রুোভেসি,ফিনিশ
কুয়োলাজার্ভি,ফিনিশ
মন্ট্রো এক্স,ফরাসি
লুমাকী,ফিনিশ
লাওস,লাও ভাষা <OR> লাও ভাষা <OR> লাওতিয়ান <OR> লাও
হোয়াইট রাশিয়ান,রুশ <OR> বেলারুশিয়ান <OR> বেলারুশিয়ান
ইনকান,কেচুয়া <OR> কেচুয়া
ইফার্নি,আমাজিগ
রুশ এসএসআর,রুশ
কিহনিও।,ফিনিশ
সিউন্টিও,সুইডিশ <OR> ফিনিশ
জর্জিয়া (দেশ),জর্জিয়ান
সিগটুনা পৌরসভা,সুইডিশ
রোভানিয়েমি,ফিনিশ
রাউতালাম্পি,ফিনিশ
আর্জেন্টিনা,স্প্যানিশ ভাষার <OR> স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> কাস্তেল্লানো <OR> কাস্তিলিয়ান
হাল রেজিমেন্ট (আরসিএসি),ফ্রাঙ্কোফোন
ক্যান,ফরাসি ভাষা <OR> ফরাসি
সেন্ট পিয়ের এবং মিকেলন,ফরাসি
শিব্বো,সুইডিশ
তাভোলারা,ইতালীয়
দাশত-ই আজাদেগান কাউন্টি,ফারসি
আইরিশ,আইরিশ
পিটকেয়ার্ন,ইংরেজি <OR> পিটকর্ণ
পি.টি.,পোর্তুগিজ
ইইউ,ফিনিশ <OR> ফরাসি <OR> ইএস। <OR> জার্মান-ভাষা <OR> চেক <OR> সুইডিশ <OR> মাল্টিজ ভাষা <OR> ইংরেজি ভাষা <OR> মানসিক চাপ <OR> পোর্তুগিজ <OR> এফআর <OR> হেলেনিক <OR> গ্রিক <OR> ড্যানিশ <OR> স্প্যানিশ ভাষার <OR> স্লোভাক <OR> এস্তোনিয়ান <OR> রোমানিয়ান <OR> ইংরেজি <OR> স্প্যানিশ <OR> ক্রোয়েশিয়ান <OR> স্লোভেনিয়ান <OR> মাল্টিজ <OR> স্লোভেনীয় <OR> লাতভিয়ান <OR> লিথুয়ানিয়ান <OR> বুলগেরিয়ান <OR> হাঙ্গেরিয়ান <OR> ডাচ <OR> পোলিশ <OR> ইতালীয় <OR> আইরিশ
গ্রান কনসিলিও,ইতালীয়
সাম্রাজ্যিক চীনা,চীনা
কারসামäki।,ফিনিশ
কুইটো,স্প্যানিশ
স্প্যানিশ উপনিবেশিক যুগ,স্প্যানিশ <OR> স্প্যানিশ ভাষা
চেচনিয়া,রুশ
ওয়ালুন দক্ষিণ,ফরাসি
তুর্কি,অটোমান তুর্কি <OR> অটোমান
গিনি-কোনাক্রি,ফরাসি
ফারো দ্বীপপুঞ্জ,ফ্যারোইজ <OR> ড্যানিশ <OR> ফারোইজ ভাষা <OR> ড্যানিশ ভাষা
ডোনেটস্ক পৌরসভা,ইউক্রেনীয় <OR> রুশ
"সিহফ, সুইজারল্যান্ড।",ফরাসি
প্যালেস্টাইন,হিব্রু <OR> ইংরেজি <OR> আধুনিক হিব্রু <OR> হিব্রু ভাষা <OR> হিব্রু ভাষা
সামোয়া,সামোয়ান
ফ্যারোইজ,ফারোese ভাষা <OR> ড্যানিশ
সেবু সিটি,সেবুয়ানো <OR> ফিলিপিনো
নাইজেরিয়া,ইংরেজি ভাষা <OR> ইংরেজি <OR> অ্যাংলোফোন
বসনিয়া-হার্জেগোভিনা,সার্বিয়ান
সামোয়া,সামোয়ান ভাষা <OR> সামোয়ান <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> সামোয়ান <OR> সামোয়ান ভাষা
ব্রুগ্গ।,উচ্চ জার্মান
আজাদ-কাশ্মীর,উর্দু
আধুনিক সুইডেন,সুইডিশ
ফরাসি ভাষী বেলজিয়াম,ফরাসি
উদমুর্ত আসআর,রুশ
বলিভিয়া,গুয়ারানি <OR> আইমারা <OR> স্প্যানিশ <OR> কেচুয়া ভাষা <OR> কেচুয়া <OR> কেচুয়া ভাষাসমূহ <OR> গুয়ারানি <OR> স্প্যানিশ ভাষা <OR> হিস্পানিক <OR> কাস্তিলিয়ান
নাউরু,ইংরেজি <OR> নাউরু ভাষা
মাইকোলাইভ অঞ্চল,ইউক্রেনীয়
ফরাসি পলিনেশিয়া,ফরাসি ভাষা <OR> ফরাসি
নিমরুজ,বলোচি <OR> বলোচ
হিরভেনসালমি,ফিনিশ
বেলারুশ,রুশ
গালিসিয়ান,গ্যালিসিয়ান
কাপুরথলা,ਪੰਜਾਬੀ
বেলজিয়ামের ফরাসি সম্প্রদায়,ফ্রাঙ্কোফোন
খাকাসিয়া,রুশ <OR> খাকাস। <OR> খাকাস
নেদারল্যান্ডস,NL <OR> ডাচ <OR> ডাচ ভাষা <OR> ডাচ ভাষা
ইউরোপীয় ইউনিয়ন,আইরিশ ভাষা <OR> গ্রীক ভাষা <OR> ফিনিশ <OR> ফরাসি <OR> চেক <OR> সুইডিশ <OR> ইংরেজি ভাষা <OR> মানসিক চাপ <OR> পোর্তুগিজ <OR> গ্রীক <OR> ড্যানিশ <OR> স্প্যানিশ ভাষার <OR> ক্রোয়েশিয়ান ভাষা <OR> স্লোভাক <OR> এস্তোনিয়ান <OR> রোমানিয়ান <OR> স্প্যানিশ <OR> ইংরেজি <OR> ক্রোয়েশিয়ান <OR> স্লোভেনিয়ান <OR> মাল্টিজ <OR> স্লোভেনীয় <OR> লাতভিয়ান <OR> অ্যাংলোফোন <OR> লিথুয়ানিয়ান <OR> বুলগেরিয়ান <OR> পোর্তুগিজ ভাষা <OR> হাঙ্গেরিয়ান <OR> ডাচ <OR> পোলিশ <OR> ডি। <OR> মানক ইতালীয় <OR> ইতালীয় <OR> আইরিশ
শ্রীলঙ্কান,සිංහල භාෂාව <OR> සිංහල <OR> தமிழ்
অটোমান,অটোমান তুর্কি <OR> অটোমান তুর্কি ভাষা
সোভিয়েত ইউক্রেন,রুশ ভাষা <OR> ইউক্রেনীয় <OR> রুশ
কঙ্গোলিজ,ফরাসি ভাষা <OR> ফরাসি <OR> ফ্রাঙ্কোফোন
কির্কস্ল্যাট,সুইডিশ
জর্জিয়ান অর্থোডক্স,জর্জিয়ান
আমরাবতী জেলা,মারাঠি
অরিমাত্তিলা,ফিনিশ
সেন্ট লুসিয়া,ইংরেজি
বেনিন,ফরাসি
ব্রিসাগো,ইতালীয়
টারভোলা,ফিনিশ
কেবেক শহর,ফরাসি
নিকারাগুয়া,স্প্যানিশ <OR> স্প্যানিশ ভাষার <OR> হিস্পানিক <OR> স্প্যানিশ ভাষা
মার্কিন যুক্তরাষ্ট্র,ইংরেজি
স্প্যানিশ উপনিবেশবাদ,স্প্যানিশ
লিক্সেল কমিউনিটি,সুইডিশ
বলামা।,পোর্তুগিজ
ম্যান্ডেট যুগ,হিব্রু
ডোমিনিকা,ইংরেজি
ভিরোলাহতি,ফিনিশ
সুইডেন,সামি <OR> সুইডিশ-ভাষা <OR> ফিনিশ <OR> উত্তর সামি <OR> সামি ভাষা <OR> আধুনিক সুইডিশ <OR> সামি <OR> সামী <OR> রোমানী <OR> ফিনিশ ভাষা <OR> সুইডিশ <OR> সামি ভাষাসমূহ <OR> সামি ভাষাসমূহ <OR> রোমানি <OR> সুইডিশ ভাষা <OR> পুরাতন সুইডিশ <OR> সুইডিশ ভাষাভাষী <OR> ফিনিশ-ভাষা <OR> ফিনিশ উপভাষাসমূহ <OR> স্ব. <OR> রোমানী ভাষা
গালিজা,স্প্যানিশ <OR> গ্যালিসিয়ান <OR> গ্যালিসিয়ান ভাষা
আনার,স্কল্ট সামি <OR> ইনারি <OR> ইনারি সামি <OR> উত্তর সামি
কালাজোki,ফিনিশ
ডাচ স্ট্যান্ডার্ড ভাষা,ডাচ ভাষা
চি.,ডিই। <OR> জার্মান <OR> ইতালীয় <OR> ফরাসি <OR> এফআর <OR> জার্মান-ভাষা
লিগর্নেট্টো,ইতালীয়
হরিয়ানা,হিন্দি <OR> হিন্দি ভাষা <OR> হিন্দি ভাষা <OR> মানক হিন্দি
আরাসের প্রজাতন্ত্র,আজারবাইজানী
রোমান সাম্রাজ্যকাল,গ্রীক
জোকিওইনেন।,ফিনিশ
সেনেগাল,ফরাসি ভাষা <OR> ফরাসি ভাষা <OR> ফরাসি <OR> ফ্রাঙ্কোফোন
ইউইএ,এস্পেরান্তো
কেরিমাকি,ফিনিশ
এডিআর,আজারবাইজানি
হুডিংগে,সুইডিশ
কোপিং পৌরসভা,সুইডিশ
সেন্ট বার্থেলেমি,ফরাসি
কারিজোকি,ফিনিশ
গ্রোম্যাটিসি,লাতিন
সাল্লা।,ফিনিশ
পাল্টামো,ফিনিশ
হংকং এর মানুষ,ইংরেজি
সিএনএমআই,চামোরো
পিএইচআই,ইংরেজি <OR> ফিলিপিনো
টিমর লেস্টে,টেটুম <OR> টেটুন <OR> পোর্তুগিজ
টাভানেস,ফরাসি
পুরাতন রাজ্য,প্রাচীন মিশরীয় <OR> মিশরীয় ভাষা
হাইতি,ফরাসি
রুশ সোভিয়েত ফেডারেটিভ সমাজতান্ত্রিক প্রজাতন্ত্র,রুশ
সান মারিনো,ইতালীয় ভাষা <OR> ইতালীয় <OR> ইতালীয় ভাষা
বাংলাদেশ,মানক বাংলা <OR> বাংলা ভাষা <OR> বাংলা সিনেমা <OR> ଓଡ଼ିଆ <OR> বাংলা <OR> বাংলা ভাষা <OR> বাংলা
লার্সমো,সুইডিশ
পোরেন্ট্রুই,ফরাসি
আপসালা পৌরসভা,সুইডিশ
স্লোভাক প্রজাতন্ত্র,স্লোভাক ভাষা <OR> স্লোভাক
ফারো দ্বীপপুঞ্জ,ড্যানিশ
সোভিয়েত ইউনিয়ন,রুশ ভাষার <OR> রুশীকৃত <OR> মহান রুশ <OR> রুশ <OR> মানক রুশ <OR> রুশ ভাষা
কম্বোডিয়া,খমের <OR> খমের ভাষা
সিন্ট ইউস্টাটিয়াস,ইংরেজি <OR> ডাচ
ফিনল্যান্ডের মানুষ,সুইডিশ <OR> ফিনিশ
আহতারি,ফিনিশ
রুজমন্ট,ফরাসি
সম্রাট রাশিয়ান আদালত,সুইডিশ
ট্রেন্টিনো,ইতালীয়
কোকেমাকি,ফিনিশ
ট্রান্সনিস্ট্রিয়া,রুশ ভাষা <OR> ইউক্রেনীয় <OR> মলদোভা <OR> মলদোভিয়ান <OR> মলদোভান ভাষা <OR> রুশ <OR> মলদোভান
নিওন।,ফরাসি
লাম্পাং প্রদেশ,ইন্দোনেশিয়ান
তাতারস্তান,রুশ
পোমো।,পোমোয়ান ভাষা
চেল্যাবিনস্ক-৭০,রুশ
